0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6687,7/10/2020,Napa,California,6055,478,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6688,7/10/2020,Nevada,California,6057,163,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6689,7/10/2020,Orange,California,6059,22960,402,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6690,7/10/2020,Placer,California,6061,1021,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6691,7/10/2020,Plumas,California,6063,12,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6692,7/10/2020,Riverside,California,6065,24980,537,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6693,7/10/2020,Sacramento,California,6067,5151,79,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6694,7/10/2020,San Benito,California,6069,336,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6695,7/10/2020,San Bernardino,California,6071,17414,304,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6696,7/10/2020,San Diego,California,6073,18926,420,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6697,7/10/2020,San Francisco,California,6075,4319,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6698,7/10/2020,San Joaquin,California,6077,6279,68,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6699,7/10/2020,San Luis Obispo,California,6079,905,4,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6700,7/10/2020,San Mateo,California,6081,3846,112,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6701,7/10/2020,Santa Barbara,California,6083,4068,31,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6702,7/10/2020,Santa Clara,California,6085,5863,167,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6703,7/10/2020,Santa Cruz,California,6087,537,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6704,7/10/2020,Shasta,California,6089,187,6,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6705,7/10/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6706,7/10/2020,Siskiyou,California,6093,33,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6707,7/10/2020,Solano,California,6095,2080,28,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6708,7/10/2020,Sonoma,California,6097,1650,14,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6709,7/10/2020,Stanislaus,California,6099,4633,51,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6710,7/10/2020,Sutter,California,6101,372,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6711,7/10/2020,Tehama,California,6103,102,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6712,7/10/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6713,7/10/2020,Tulare,California,6107,5678,152,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6714,7/10/2020,Tuolumne,California,6109,64,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6715,7/10/2020,Ventura,California,6111,4278,53,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6716,7/10/2020,Yolo,California,6113,839,28,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6717,7/10/2020,Yuba,California,6115,180,3,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6718,7/11/2020,Alameda,California,6001,7746,148,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6719,7/11/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6720,7/11/2020,Amador,California,6005,38,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6721,7/11/2020,Butte,California,6007,338,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6722,7/11/2020,Calaveras,California,6009,67,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6723,7/11/2020,Colusa,California,6011,113,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6724,7/11/2020,Contra Costa,California,6013,4605,89,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6725,7/11/2020,Del Norte,California,6015,60,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6726,7/11/2020,El Dorado,California,6017,307,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6727,7/11/2020,Fresno,California,6019,8282,88,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6728,7/11/2020,Glenn,California,6021,157,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6729,7/11/2020,Humboldt,California,6023,168,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6730,7/11/2020,Imperial,California,6025,7827,134,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6731,7/11/2020,Inyo,California,6027,35,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6732,7/11/2020,Kern,California,6029,6349,97,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6733,7/11/2020,Kings,California,6031,2918,39,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6734,7/11/2020,Lake,California,6033,108,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6735,7/11/2020,Lassen,California,6035,275,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6736,7/11/2020,Los Angeles,California,6037,130242,3793,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6737,7/11/2020,Madera,California,6039,914,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6738,7/11/2020,Marin,California,6041,3101,23,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6739,7/11/2020,Mariposa,California,6043,31,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6740,7/11/2020,Mendocino,California,6045,113,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6741,7/11/2020,Merced,California,6047,1884,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6742,7/11/2020,Mono,California,6051,50,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6743,7/11/2020,Monterey,California,6053,2540,18,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6744,7/11/2020,Napa,California,6055,497,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6745,7/11/2020,Nevada,California,6057,163,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6746,7/11/2020,Orange,California,6059,23692,412,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6747,7/11/2020,Placer,California,6061,1055,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6748,7/11/2020,Plumas,California,6063,12,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6749,7/11/2020,Riverside,California,6065,25481,537,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6750,7/11/2020,Sacramento,California,6067,5338,81,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6751,7/11/2020,San Benito,California,6069,354,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6752,7/11/2020,San Bernardino,California,6071,18912,304,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6753,7/11/2020,San Diego,California,6073,19434,422,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6754,7/11/2020,San Francisco,California,6075,4429,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6755,7/11/2020,San Joaquin,California,6077,6279,68,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6756,7/11/2020,San Luis Obispo,California,6079,905,4,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6757,7/11/2020,San Mateo,California,6081,3949,112,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6758,7/11/2020,Santa Barbara,California,6083,4177,31,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6759,7/11/2020,Santa Clara,California,6085,5983,167,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6760,7/11/2020,Santa Cruz,California,6087,568,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6761,7/11/2020,Shasta,California,6089,195,6,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6762,7/11/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6763,7/11/2020,Siskiyou,California,6093,41,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6764,7/11/2020,Solano,California,6095,2080,28,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6765,7/11/2020,Sonoma,California,6097,1703,16,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6766,7/11/2020,Stanislaus,California,6099,4781,51,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6767,7/11/2020,Sutter,California,6101,388,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6768,7/11/2020,Tehama,California,6103,107,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6769,7/11/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6770,7/11/2020,Tulare,California,6107,5678,152,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6771,7/11/2020,Tuolumne,California,6109,64,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6772,7/11/2020,Ventura,California,6111,4416,53,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6773,7/11/2020,Yolo,California,6113,884,28,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6774,7/11/2020,Yuba,California,6115,192,3,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6775,7/12/2020,Alameda,California,6001,7866,148,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6776,7/12/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6777,7/12/2020,Amador,California,6005,38,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6778,7/12/2020,Butte,California,6007,338,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6779,7/12/2020,Calaveras,California,6009,67,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6780,7/12/2020,Colusa,California,6011,113,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6781,7/12/2020,Contra Costa,California,6013,4661,90,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6782,7/12/2020,Del Norte,California,6015,60,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6783,7/12/2020,El Dorado,California,6017,307,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6784,7/12/2020,Fresno,California,6019,8282,88,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6785,7/12/2020,Glenn,California,6021,161,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6786,7/12/2020,Humboldt,California,6023,174,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6787,7/12/2020,Imperial,California,6025,7827,134,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6788,7/12/2020,Inyo,California,6027,35,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6789,7/12/2020,Kern,California,6029,6512,97,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6790,7/12/2020,Kings,California,6031,2970,39,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6791,7/12/2020,Lake,California,6033,110,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6792,7/12/2020,Lassen,California,6035,337,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6793,7/12/2020,Los Angeles,California,6037,133549,3809,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6794,7/12/2020,Madera,California,6039,988,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6795,7/12/2020,Marin,California,6041,3191,23,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6796,7/12/2020,Mariposa,California,6043,32,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6797,7/12/2020,Mendocino,California,6045,132,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6798,7/12/2020,Merced,California,6047,1884,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6799,7/12/2020,Mono,California,6051,51,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6800,7/12/2020,Monterey,California,6053,2682,18,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6801,7/12/2020,Napa,California,6055,510,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6802,7/12/2020,Nevada,California,6057,163,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6803,7/12/2020,Orange,California,6059,24430,421,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6804,7/12/2020,Placer,California,6061,1077,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6805,7/12/2020,Plumas,California,6063,12,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6806,7/12/2020,Riverside,California,6065,25994,537,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6807,7/12/2020,Sacramento,California,6067,5488,83,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6808,7/12/2020,San Benito,California,6069,362,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6809,7/12/2020,San Bernardino,California,6071,19043,306,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6810,7/12/2020,San Diego,California,6073,19992,422,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6811,7/12/2020,San Francisco,California,6075,4525,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6812,7/12/2020,San Joaquin,California,6077,6518,68,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6813,7/12/2020,San Luis Obispo,California,6079,930,4,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6814,7/12/2020,San Mateo,California,6081,3956,112,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6815,7/12/2020,Santa Barbara,California,6083,4283,31,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6816,7/12/2020,Santa Clara,California,6085,6298,167,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6817,7/12/2020,Santa Cruz,California,6087,571,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6818,7/12/2020,Shasta,California,6089,200,6,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6819,7/12/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6820,7/12/2020,Siskiyou,California,6093,41,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6821,7/12/2020,Solano,California,6095,2080,28,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6822,7/12/2020,Sonoma,California,6097,1819,16,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6823,7/12/2020,Stanislaus,California,6099,4973,51,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6824,7/12/2020,Sutter,California,6101,403,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6825,7/12/2020,Tehama,California,6103,111,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6826,7/12/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6827,7/12/2020,Tulare,California,6107,5780,152,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6828,7/12/2020,Tuolumne,California,6109,73,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6829,7/12/2020,Ventura,California,6111,4545,53,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6830,7/12/2020,Yolo,California,6113,929,28,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6831,7/12/2020,Yuba,California,6115,198,3,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6832,7/13/2020,Alameda,California,6001,8077,148,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6833,7/13/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6834,7/13/2020,Amador,California,6005,39,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6835,7/13/2020,Butte,California,6007,376,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6836,7/13/2020,Calaveras,California,6009,67,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6837,7/13/2020,Colusa,California,6011,129,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6838,7/13/2020,Contra Costa,California,6013,4852,90,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6839,7/13/2020,Del Norte,California,6015,61,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6840,7/13/2020,El Dorado,California,6017,337,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6841,7/13/2020,Fresno,California,6019,8407,88,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6842,7/13/2020,Glenn,California,6021,166,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6843,7/13/2020,Humboldt,California,6023,174,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6844,7/13/2020,Imperial,California,6025,7977,135,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6845,7/13/2020,Inyo,California,6027,35,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6846,7/13/2020,Kern,California,6029,6662,98,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6847,7/13/2020,Kings,California,6031,3024,40,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6848,7/13/2020,Lake,California,6033,121,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6849,7/13/2020,Lassen,California,6035,428,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6850,7/13/2020,Los Angeles,California,6037,136129,3822,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6851,7/13/2020,Madera,California,6039,1025,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6852,7/13/2020,Marin,California,6041,3358,28,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6853,7/13/2020,Mariposa,California,6043,33,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6854,7/13/2020,Mendocino,California,6045,146,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6855,7/13/2020,Merced,California,6047,2082,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6856,7/13/2020,Mono,California,6051,52,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6857,7/13/2020,Monterey,California,6053,2790,18,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6858,7/13/2020,Napa,California,6055,520,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6859,7/13/2020,Nevada,California,6057,180,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6860,7/13/2020,Orange,California,6059,25399,423,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
